# SIMULACION DE COLISIONES MULTIPLES
# Practica 5 - Informatica II
#
# Box: 800 x 600
# Tiempo: 5.81 s
# Particulas activas: 2/2
# Total colisiones: 4
#
# OBSTACULOS
obstaculo,0,300,250,200,100
#
# TRAYECTORIAS DE PARTICULAS
# Formato: trayectoria,tiempo,id,x,y,vx,vy,masa,activa
trayectoria,1.23,1,515.5,300,-150,0,1,1
trayectoria,1.24,0,286,300,150,0,1,1
trayectoria,1.24,1,514,300,-150,0,1,1
trayectoria,1.25,0,287.5,300,150,0,1,1
trayectoria,1.25,1,512.5,300,-150,0,1,1
trayectoria,1.26,0,289,300,150,0,1,1
trayectoria,1.26,1,511,300,-150,0,1,1
trayectoria,1.27,0,290.5,300,150,0,1,1
trayectoria,1.27,1,509.5,300,-150,0,1,1
trayectoria,1.28,0,292,300,150,0,1,1
trayectoria,1.28,1,508,300,-150,0,1,1
trayectoria,1.29,0,293.5,300,150,0,1,1
trayectoria,1.29,1,506.5,300,-150,0,1,1
trayectoria,1.3,0,295,300,150,0,1,1
trayectoria,1.3,1,505,300,-150,0,1,1
trayectoria,1.31,0,294,300,-105,0,1,1
trayectoria,1.31,1,506,300,105,0,1,1
trayectoria,1.32,0,292.95,300,-105,0,1,1
trayectoria,1.32,1,507.05,300,105,0,1,1
trayectoria,1.33,0,291.9,300,-105,0,1,1
trayectoria,1.33,1,508.1,300,105,0,1,1
trayectoria,1.34,0,290.85,300,-105,0,1,1
trayectoria,1.34,1,509.15,300,105,0,1,1
trayectoria,1.35,0,289.8,300,-105,0,1,1
trayectoria,1.35,1,510.2,300,105,0,1,1
trayectoria,1.36,0,288.75,300,-105,0,1,1
trayectoria,1.36,1,511.25,300,105,0,1,1
trayectoria,1.37,0,287.7,300,-105,0,1,1
trayectoria,1.37,1,512.3,300,105,0,1,1
trayectoria,1.38,0,286.65,300,-105,0,1,1
trayectoria,1.38,1,513.35,300,105,0,1,1
trayectoria,1.39,0,285.6,300,-105,0,1,1
trayectoria,1.39,1,514.4,300,105,0,1,1
trayectoria,1.4,0,284.55,300,-105,0,1,1
trayectoria,1.4,1,515.45,300,105,0,1,1
trayectoria,1.41,0,283.5,300,-105,0,1,1
trayectoria,1.41,1,516.5,300,105,0,1,1
trayectoria,1.42,0,282.45,300,-105,0,1,1
trayectoria,1.42,1,517.55,300,105,0,1,1
trayectoria,1.43,0,281.4,300,-105,0,1,1
trayectoria,1.43,1,518.6,300,105,0,1,1
trayectoria,1.44,0,280.35,300,-105,0,1,1
trayectoria,1.44,1,519.65,300,105,0,1,1
trayectoria,1.45,0,279.3,300,-105,0,1,1
trayectoria,1.45,1,520.7,300,105,0,1,1
trayectoria,1.46,0,278.25,300,-105,0,1,1
trayectoria,1.46,1,521.75,300,105,0,1,1
trayectoria,1.47,0,277.2,300,-105,0,1,1
trayectoria,1.47,1,522.8,300,105,0,1,1
trayectoria,1.48,0,276.15,300,-105,0,1,1
trayectoria,1.48,1,523.85,300,105,0,1,1
trayectoria,1.49,0,275.1,300,-105,0,1,1
trayectoria,1.49,1,524.9,300,105,0,1,1
trayectoria,1.5,0,274.05,300,-105,0,1,1
trayectoria,1.5,1,525.95,300,105,0,1,1
trayectoria,1.51,0,273,300,-105,0,1,1
trayectoria,1.51,1,527,300,105,0,1,1
trayectoria,1.52,0,271.95,300,-105,0,1,1
trayectoria,1.52,1,528.05,300,105,0,1,1
trayectoria,1.53,0,270.9,300,-105,0,1,1
trayectoria,1.53,1,529.1,300,105,0,1,1
trayectoria,1.54,0,269.85,300,-105,0,1,1
trayectoria,1.54,1,530.15,300,105,0,1,1
trayectoria,1.55,0,268.8,300,-105,0,1,1
trayectoria,1.55,1,531.2,300,105,0,1,1
